Timestamp,Current,MVoltage,Sl1Voltage,Sl2Voltage,Sl3Voltage,Sl4Voltage
1481212102.64,-0.010570526123,3.89571289063,-3.67340234375,-3.73821875,-3.78635742188,-1.0
1481212103.94,0.0104103088379,3.89571289063,3.91420898438,3.90151171875,3.90063671875,-1.0
1481212104.94,-0.00866317749023,3.89569921875,3.91420898438,3.90151367188,3.900625,-1.0
1481212105.94,-0.00255966186523,3.89569726562,3.91419140625,3.90150195312,3.90062304688,-1.0
1481212106.95,-0.013240814209,3.89569335938,3.91419140625,3.90150976563,3.90061132813,-1.0
1481212107.96,0.00201797485352,3.89568945313,3.91418945313,3.90148828125,3.90060546875,-1.0
1481212109.22,0.00640487670898,3.89567578125,3.9141875,3.90148242187,3.900609375,-1.0
1481212110.22,0.0231895446777,3.89565820312,3.91416601563,3.90148046875,3.9005859375,-1.0
1481212111.23,0.00716781616211,3.89565820312,3.9141640625,3.90145703125,3.90059179688,-1.0
1481212112.22,0.0212821960449,3.89565625,3.91414648438,3.9014609375,3.9005859375,-1.0
1481212113.22,0.0142250061035,3.8956484375,3.91415820312,3.90146289062,3.90057421875,-1.0
1481212114.22,-0.0164833068848,3.89563867188,3.914140625,3.90144921875,3.90056640625,-1.0
1481212115.19,0.0106010437012,3.89563085938,3.91413085938,3.9014453125,3.9005625,-1.0
1481212116.19,0.0231895446777,3.89562890625,3.914125,3.90143554688,3.90055664063,-1.0
1481212117.19,0.0146064758301,3.89562109375,3.91412695313,3.9014296875,3.90054882813,-1.0
1481212118.24,-0.00713729858398,3.89560546875,3.91411132813,3.90142773437,3.90054101562,-1.0
1481212119.26,-0.0115242004395,3.89560351562,3.91410742188,3.90141796875,3.90053125,-1.0
1481212120.21,0.0249061584473,3.89560351562,3.9141015625,3.90140820312,3.90053515625,-1.0
1481212121.2,0.0544700622559,3.89558789062,3.91409375,3.90140234375,3.90052734375,-1.0
1481212122.19,0.018611907959,3.895578125,3.91408398437,3.90139453125,3.900515625,-1.0
1481212123.45,-0.00122451782227,3.89558007813,3.91408789063,3.90138867187,3.90050976563,-1.0
1481212124.44,0.0140342712402,3.895578125,3.91406640625,3.9013828125,3.90049804688,-1.0
1481212125.39,-8.01086425781e-05,3.89556640625,3.91407617188,3.9013828125,3.90049414063,-1.0
1481212126.4,0.0218544006348,3.89555859375,3.91406445312,3.90136914062,3.90048632812,-1.0
1481212127.33,0.0548515319824,3.89555078125,3.91405664063,3.90136328125,3.90048046875,-1.0
1481212128.33,0.0222358703613,3.89555078125,3.914046875,3.9013515625,3.90047851563,-1.0
1481212129.33,0.0262413024902,3.89554101563,3.91403710938,3.90134375,3.90047460938,-1.0
1481212130.33,0.0193748474121,3.89553125,3.91403515625,3.90134570313,3.90046289063,-1.0
1481212131.33,0.0189933776855,3.89552929687,3.9140234375,3.90134375,3.90045507813,-1.0
1481212132.66,0.035587310791,3.895515625,3.91402148438,3.90132421875,3.90045703125,-1.0
1481212133.78,0.0264320373535,3.8955078125,3.914015625,3.9013203125,3.90044335938,-1.0
1481212134.69,0.0207099914551,3.8955078125,3.91400195313,3.90131445312,3.90043164062,-1.0
1481212135.66,0.0283393859863,3.8954921875,3.91399609375,3.90130273438,3.90041992188,-1.0
1481212136.66,0.0291023254395,3.89549023437,3.914,3.9013125,3.900421875,-1.0
1481212137.66,0.0189933776855,3.895484375,3.91399023437,3.90129492187,3.9004140625,-1.0
1481212138.93,0.0262413024902,3.89547851563,3.91398046875,3.90128515625,3.90040234375,-1.0
1481212139.93,0.0182304382324,3.89546289063,3.91396679688,3.90127734375,3.90040429688,-1.0
1481212140.93,0.0210914611816,3.89547070312,3.91397070312,3.90127148438,3.90038476563,-1.0
1481212141.93,-0.000461578369141,3.895453125,3.913953125,3.901265625,3.90038671875,-1.0
1481212142.93,0.0163230895996,3.89544921875,3.91394726563,3.901265625,3.90037695312,-1.0
1481212144.3,0.030818939209,3.89543945313,3.91394140625,3.90125195313,3.90036328125,-1.0
1481212145.28,0.0100288391113,3.89544335938,3.9139375,3.90124609375,3.90036132813,-1.0
1481212146.24,0.0353965759277,3.89542773438,3.9139375,3.901234375,3.90034960938,-1.0
1481212147.25,0.0399742126465,3.89541992188,3.91392382813,3.9012265625,3.90034765625,-1.0
1481212148.33,0.0151786804199,3.89541796875,3.91391992188,3.90122851563,3.90034179688,-1.0
1481212149.31,0.0268135070801,3.89540625,3.91390429688,3.90121875,3.9003359375,-1.0
1481212150.59,0.0229988098145,3.89539453125,3.91391210938,3.9012109375,3.90032617188,-1.0
1481212151.59,0.0231895446777,3.8953984375,3.91389453125,3.90120117187,3.9003203125,-1.0
1481212152.59,0.0195655822754,3.89538476563,3.9138828125,3.90120117187,3.90031835937,-1.0
1481212153.64,0.00812149047852,3.89538476563,3.91388867188,3.90118945313,3.90030664063,-1.0
1481212154.59,0.0052604675293,3.895375,3.91387109375,3.90117578125,3.900296875,-1.0
1481212155.57,0.0062141418457,3.895359375,3.91385742187,3.901171875,3.90029296875,-1.0
1481212156.74,0.0163230895996,3.89535742188,3.91385546875,3.90117382813,3.9002890625,-1.0
1481212157.74,0.00106430053711,3.89534765625,3.91384765625,3.90115429688,3.9002890625,-1.0
1481212158.86,-0.000270843505859,3.89534960938,3.91384375,3.90116015625,3.90027539063,-1.0
1481212159.88,0.0273857116699,3.8953359375,3.91383789062,3.90115039063,3.90026953125,-1.0
1481212160.81,0.0239524841309,3.89533007813,3.91383203125,3.90114453125,3.90025390625,-1.0
1481212161.81,0.0102195739746,3.89532226562,3.91383203125,3.9011328125,3.90025195313,-1.0
1481212162.87,0.0325355529785,3.8953203125,3.91381054688,3.90113476563,3.90024414062,-1.0
1481212163.81,0.022045135498,3.89530664062,3.9138046875,3.90112304688,3.900234375,-1.0
1481212164.88,0.0136528015137,3.8953046875,3.91380273437,3.9011171875,3.90023242188,-1.0
1481212165.79,0.0250968933105,3.89528710937,3.913796875,3.90111132813,3.90022460937,-1.0
1481212166.81,0.0209007263184,3.89531640625,3.91378710938,3.901109375,3.9002265625,-1.0
1481212167.81,0.0130805969238,3.89528710937,3.91378125,3.90109179688,3.90022070313,-1.0
1481212168.81,0.0191841125488,3.89528125,3.91378320312,3.90109179688,3.9001953125,-1.0
1481212169.82,-0.000270843505859,3.89527734375,3.91377734375,3.90108203125,3.900203125,-1.0
1481212170.82,-0.00313186645508,3.89526953125,3.91376171875,3.90108007813,3.90017773438,-1.0
1481212171.82,0.0218544006348,3.89525195313,3.91375976563,3.90107421875,3.90018554687,-1.0
1481212172.82,0.00259017944336,3.89525195313,3.91376171875,3.90107226562,3.9001875,-1.0
1481212173.82,0.00583267211914,3.895234375,3.91374414062,3.9010546875,3.90016796875,-1.0
1481212175.04,0.0210914611816,3.895234375,3.91374609375,3.9010546875,3.90016992187,-1.0
1481212176.04,0.0126991271973,3.8952265625,3.91373046875,3.90105078125,3.90015429688,-1.0
1481212177.04,0.0250968933105,3.89521679688,3.91373242188,3.90104101563,3.9001484375,-1.0
1481212178.0,0.0170860290527,3.89521875,3.91370898437,3.90102929687,3.90015234375,-1.0
1481212179.05,0.00144577026367,3.8952109375,3.91371875,3.90102539063,3.90014257813,-1.0
1481212180.05,0.0167045593262,3.89520507813,3.91370507813,3.901015625,3.90013085937,-1.0
1481212181.08,0.0188026428223,3.8951953125,3.91369726563,3.901015625,3.90012695313,-1.0
1481212182.05,0.00697708129883,3.89518359375,3.9136953125,3.90100390625,3.90011914063,-1.0
1481212183.05,0.0207099914551,3.89517578125,3.9136875,3.90100390625,3.90011328125,-1.0
1481212184.18,0.0121269226074,3.89516796875,3.91367578125,3.90098632813,3.90010546875,-1.0
1481212185.29,0.026050567627,3.89516601563,3.9136640625,3.9009765625,3.90010546875,-1.0
1481212186.29,0.013843536377,3.895171875,3.91366210938,3.90097851562,3.90009375,-1.0
1481212187.29,0.0209007263184,3.89515039063,3.91366015625,3.90096289063,3.90008007813,-1.0
1481212188.36,0.0167045593262,3.89514648438,3.91365039062,3.9009609375,3.90008007813,-1.0
1481212189.29,0.013843536377,3.8951328125,3.91364453125,3.90095898437,3.90006835938,-1.0
1481212190.33,0.0218544006348,3.89513671875,3.91362890625,3.90094921875,3.90006054688,-1.0
1481212191.3,0.0266227722168,3.895125,3.91363476562,3.90094921875,3.90006445313,-1.0
1481212192.3,0.0146064758301,3.89511328125,3.91362304688,3.90094140625,3.90004492188,-1.0
1481212193.3,0.0241432189941,3.89512304688,3.91361914063,3.90094140625,3.90004882813,-1.0
1481212194.55,0.022045135498,3.89510546875,3.91360742188,3.9009296875,3.9000390625,-1.0
1481212195.55,0.0092658996582,3.89509765625,3.91360546875,3.90091992187,3.90003320313,-1.0
1481212196.55,0.00182723999023,3.8950859375,3.9136015625,3.90091015625,3.9000234375,-1.0
1481212197.53,0.00812149047852,3.89508203125,3.91358789063,3.90090625,3.9000234375,-1.0
1481212198.55,0.0109825134277,3.89508398438,3.91358984375,3.90090625,3.90000585938,-1.0
1481212199.55,0.0109825134277,3.8950703125,3.913578125,3.90088476562,3.90000195312,-1.0
1481212200.55,0.0151786804199,3.89505664063,3.91356054687,3.90088671875,3.89999023438,-1.0
1481212201.55,-0.00923538208008,3.8950625,3.91356640625,3.90088085937,3.899984375,-1.0
1481212202.61,0.0115547180176,3.8950546875,3.91355859375,3.900875,3.89998632813,-1.0
1481212203.84,0.00373458862305,3.89504492188,3.91355078125,3.9008671875,3.89997851562,-1.0
1481212204.87,-0.000843048095703,3.89504492188,3.91354492188,3.90086328125,3.89996875,-1.0
1481212205.84,0.0140342712402,3.89503515625,3.91355078125,3.90084765625,3.89995703125,-1.0
1481212206.84,0.012508392334,3.89502539062,3.91353125,3.90083984375,3.89995117188,-1.0
1481212207.82,0.0245246887207,3.89502539062,3.9135234375,3.90083203125,3.89994921875,-1.0
1481212208.84,0.0182304382324,3.8950078125,3.913515625,3.9008359375,3.8999375,-1.0
1481212209.84,0.0161323547363,3.895,3.91350390625,3.9008203125,3.8999375,-1.0
1481212210.91,0.00869369506836,3.89500976563,3.91350195312,3.90081445313,3.89992382812,-1.0
1481212211.85,0.00945663452148,3.8949921875,3.9135,3.9008125,3.89992773438,-1.0
1481212212.85,0.0182304382324,3.8949765625,3.91349804688,3.90080664062,3.89991601563,-1.0
1481212213.85,0.0226173400879,3.89498046875,3.9134765625,3.900796875,3.89991210938,-1.0
1481212214.85,0.00182723999023,3.8949765625,3.91348046875,3.90078710937,3.89990234375,-1.0
1481212215.85,0.0275764465332,3.89497265625,3.91347070313,3.90080078125,3.89988476562,-1.0
1481212216.85,0.00297164916992,3.89494726562,3.91346679687,3.90078125,3.89988085938,-1.0
1481212217.85,-0.00103378295898,3.89494921875,3.91345117188,3.90076953125,3.8998828125,-1.0
1481212218.79,0.030818939209,3.89493945313,3.91344726562,3.90076171875,3.89987695313,-1.0
1481212219.79,0.0334892272949,3.89493164063,3.91343945313,3.90076367188,3.89986132813,-1.0
1481212220.79,0.00602340698242,3.89493945313,3.91343554688,3.9007578125,3.89986328125,-1.0
1481212221.79,-0.00484848022461,3.894921875,3.91343359375,3.9007578125,3.89985351563,-1.0
1481212223.12,0.00774002075195,3.89491210937,3.91341992188,3.90073242187,3.89984570313,-1.0
1481212224.16,0.0106010437012,3.89490429688,3.91340625,3.90072851563,3.89984179688,-1.0
1481212225.16,-0.0090446472168,3.89489648438,3.91340625,3.90072265625,3.89983203125,-1.0
1481212226.16,0.0147972106934,3.8948828125,3.91340429688,3.90072265625,3.89982421875,-1.0
1481212227.16,0.0193748474121,3.89490039063,3.91339453125,3.90072265625,3.89981835938,-1.0
1481212228.16,0.0113639831543,3.89488476563,3.9133828125,3.90069921875,3.89981835938,-1.0
1481212229.12,0.00907516479492,3.89486328125,3.91337695313,3.9006953125,3.89981640625,-1.0
1481212230.1,0.00602340698242,3.8948671875,3.91337109375,3.9006953125,3.89980664063,-1.0
1481212231.1,0.0149879455566,3.89486132813,3.91336523438,3.900671875,3.89979492187,-1.0
1481212232.1,0.0205192565918,3.89485742188,3.91336328125,3.90067773437,3.89978320313,-1.0
1481212233.41,0.0121269226074,3.89485351562,3.91336132813,3.90066992188,3.89978320313,-1.0
1481212234.41,0.0052604675293,3.894828125,3.91334179688,3.90066601563,3.89976953125,-1.0
1481212235.42,0.00602340698242,3.894828125,3.91334765625,3.90066015625,3.89976953125,-1.0
1481212236.42,-0.00847244262695,3.89482421875,3.91332617188,3.90064257813,3.89976171875,-1.0
1481212237.42,-0.00713729858398,3.89482226563,3.91333398437,3.90064453125,3.89975585937,-1.0
1481212238.42,0.0119361877441,3.89481640625,3.9133125,3.90064257813,3.89975390625,-1.0
1481212239.41,0.0119361877441,3.89480078125,3.91331445312,3.9006328125,3.89973242188,-1.0
1481212240.35,0.0266227722168,3.89480078125,3.91331054688,3.90062304688,3.89973632812,-1.0
1481212241.36,0.0205192565918,3.89479101563,3.913296875,3.90062109375,3.89971484375,-1.0
1481212242.52,0.00640487670898,3.89478515625,3.91329296875,3.90061328125,3.89971875,-1.0
1481212243.59,-8.01086425781e-05,3.8947890625,3.91328320313,3.9006015625,3.89971679687,-1.0
1481212244.59,0.000301361083984,3.8947578125,3.91327148438,3.90059375,3.89970703125,-1.0
1481212245.59,-0.000652313232422,3.89477539062,3.91327148438,3.90059960937,3.89969726562,-1.0
1481212246.59,0.00144577026367,3.89475976562,3.91326953125,3.90058984375,3.89968945313,-1.0
1481212247.59,-0.00542068481445,3.89474023437,3.91326367188,3.900578125,3.89968359375,-1.0
1481212248.59,0.011173248291,3.89474804688,3.91325976562,3.90057226563,3.89968945313,-1.0
1481212249.63,0.00812149047852,3.89474414063,3.91324609375,3.9005703125,3.899671875,-1.0
1481212250.53,0.0132713317871,3.89472460937,3.91323828125,3.90056054687,3.89966210937,-1.0
1481212251.69,0.0277671813965,3.89473046875,3.913234375,3.90055078125,3.8996640625,-1.0
1481212252.7,0.0323448181152,3.89470507812,3.91323046875,3.90053710938,3.89964648438,-1.0
1481212253.76,0.017276763916,3.89472265625,3.91321679688,3.90054296875,3.8996484375,-1.0
1481212254.76,0.00793075561523,3.89469726563,3.91321484375,3.90053515625,3.89963671875,-1.0
1481212255.76,0.0126991271973,3.89468164062,3.91320507813,3.90052539062,3.89962695313,-1.0
1481212256.76,0.00278091430664,3.8946953125,3.9131953125,3.90051953125,3.89963085938,-1.0
1481212257.81,0.0140342712402,3.89468945313,3.91319335938,3.90051757813,3.89962304687,-1.0
1481212258.76,0.017276763916,3.8946875,3.91317773438,3.90051953125,3.89961523438,-1.0
1481212259.76,0.0151786804199,3.89468359375,3.91318359375,3.9005078125,3.89960742187,-1.0
